Weights,Prices,Capacity,Best picks,Best price
[22 17 41 28 46],[13  2  9  2  4],57,[1. 1. 0. 0. 0.],15.0
[ 2  8 36 14 25],[10  7 16  5 12],34,[1. 1. 0. 1. 0.],22.0
[14 31 26 43 20],[ 7 14 11 16  9],80,[0. 1. 1. 0. 1.],34.0
[41 18 18 14 41],[10  5 18  3  5],71,[1. 0. 1. 0. 0.],28.0
[29 43 34 21  3],[ 9 15  9 13 10],32,[0. 0. 0. 1. 1.],23.0
[47  7 22 42  1],[ 4 18  6  6  7],78,[0. 1. 1. 1. 1.],37.0
[ 2 36 16 39 21],[12 12  3 15 16],58,[1. 0. 1. 0. 1.],31.0
[44  2 22 38 16],[10  3  7 14 13],53,[0. 1. 1. 0. 1.],23.0
[ 2 17 12 33 34],[ 5  2  7 15  8],15,[1. 0. 1. 0. 0.],12.0
[19 37 18 47 34],[16 11 18  9  4],25,[0. 0. 1. 0. 0.],18.0
[38 38 42 21 27],[ 4  6  2  7 18],65,[0. 0. 0. 1. 1.],25.0
[17 31 34 29 26],[17  2 11 11  4],39,[1. 0. 0. 0. 0.],17.0
[ 5  2  3 45 39],[14  1  1  8 15],62,[1. 1. 1. 0. 1.],31.0
[37 14 41  1 22],[16  3 11 11 15],91,[1. 1. 0. 1. 1.],45.0
[23 13 25  3  7],[ 7 18  8  5  8],67,[0. 1. 1. 1. 1.],39.0
[34 29 38  5 41],[ 4  8 17  5  1],36,[0. 1. 0. 1. 0.],13.0
[19 28 36 46 44],[ 8 19  8  1  5],19,[1. 0. 0. 0. 0.],8.0
[18 49 34 48 11],[17  3 13  6  7],25,[1. 0. 0. 0. 0.],17.0
[24 49 25  7 31],[13  3  7 11  5],71,[1. 0. 1. 1. 0.],31.0
[18  6 14 13 18],[ 8 14  7 10  7],89,[1. 1. 1. 1. 1.],46.0
[ 5 32 42 44  9],[ 7  2 17 16  5],41,[1. 0. 0. 0. 1.],12.0
[49 46 36 39 27],[ 2  4 13 17  1],22,,0.0
[34  2 12  7 34],[ 2 16  9 14  4],29,[0. 1. 1. 1. 0.],39.0
[32 43 30 15 35],[10 16 16 16 12],86,[0. 0. 1. 1. 1.],44.0
[23 44 43 33  1],[ 5 18  8  2  5],24,[1. 0. 0. 0. 1.],10.0
[32 24 33 46 41],[11 18 19 16  3],77,[0. 1. 1. 0. 0.],37.0
[15 46 12 26  1],[ 5 18 14 11 12],61,[0. 1. 1. 0. 1.],44.0
[30 33  8  3 29],[14 16  9 14 16],96,[1. 1. 0. 1. 1.],60.0
[43 43 32 32  9],[16  2 15 15 17],21,[0. 0. 0. 0. 1.],17.0
[22  8  9 29 33],[11  4  1  3 15],93,[1. 1. 0. 1. 1.],33.0
[ 6 29 21 28 17],[10  2  7  7  8],30,[1. 0. 0. 0. 1.],18.0
[41 36 24 15 35],[17  9 14 15  3],31,[0. 0. 0. 1. 0.],15.0
[ 3 33 23 25 33],[ 3  8 10 18  8],99,[1. 1. 1. 1. 0.],39.0
[ 4 38  6 30 43],[14  7 12  7  8],82,[1. 1. 1. 1. 0.],40.0
[20 21 42 19 18],[ 3 12 17 18  8],87,[0. 1. 1. 1. 0.],47.0
[25 20 47 44  6],[ 3 15  5 16  2],19,[0. 0. 0. 0. 1.],2.0
[16  5 49 38  9],[16  2 14 14 18],96,[1. 1. 1. 0. 1.],50.0
[17 16 11 39 48],[ 7  3 18 13  3],72,[1. 0. 1. 1. 0.],38.0
[14 16 47 13 13],[ 1  1  2 15 19],28,[0. 0. 0. 1. 1.],34.0
[30  5 18 48 44],[ 7  4 12  2 17],62,[0. 0. 1. 0. 1.],29.0
[18  7 44 13 11],[ 9  5  7 18 10],17,[0. 0. 0. 1. 0.],18.0
[46 27 19 40 19],[11 13  6 13 13],63,[0. 1. 0. 0. 1.],26.0
[20 34 40 22 10],[14  8  5  1 17],32,[1. 0. 0. 0. 1.],31.0
[10 20 36 22 38],[ 7 16  4  6 11],21,[0. 1. 0. 0. 0.],16.0
[10 38  3 20 21],[ 9 17  1 15 16],27,[0. 0. 1. 0. 1.],17.0
[ 2  4 33 18 15],[12 19 12  5  6],67,[1. 1. 1. 0. 1.],49.0
[15 14 42 48  5],[ 2  5  5  7 18],44,[1. 1. 0. 0. 1.],25.0
[14 13 24 30 20],[ 3 17  5 10 10],87,[0. 1. 1. 1. 1.],42.0
[10 20 44 18  9],[ 6 12  1 18  4],70,[1. 1. 0. 1. 1.],40.0
[33 43 38  7 19],[15  6 13 15  4],27,[0. 0. 0. 1. 1.],19.0
[30 19 31 13 16],[ 8 19 17  5  8],38,[0. 1. 0. 0. 1.],27.0
[ 4 25  1 36 39],[18 15  3 10 19],95,[1. 1. 1. 0. 1.],55.0
[16 13 21 26 38],[ 8  7  3  8 11],18,[1. 0. 0. 0. 0.],8.0
[ 8 15  6 46 33],[10 12 15  5  3],29,[1. 1. 1. 0. 0.],37.0
[ 2 47 38 30 46],[18  6 16 18 16],30,[1. 0. 0. 0. 0.],18.0
[46 10 22 15  9],[12  1  6  6 10],42,[0. 1. 1. 0. 1.],17.0
[23 37 44 29 26],[12 11  6  5 12],61,[1. 0. 0. 0. 1.],24.0
[22  3 34 29 25],[11 15  8 11  5],17,[0. 1. 0. 0. 0.],15.0
[15 49  7 20 30],[ 6 19  9  6 15],34,[1. 0. 1. 0. 0.],15.0
[24 20 28 16 42],[15  9  4  1  9],57,[1. 1. 0. 0. 0.],24.0
[38 23 20  9 17],[ 9  1 11 13 17],77,[0. 1. 1. 1. 1.],42.0
[ 9 44 14 22 14],[ 3  8  6  6 16],50,[0. 0. 1. 1. 1.],28.0
[ 8 44 35 17 44],[ 9 15  5  3  7],64,[1. 1. 0. 0. 0.],24.0
[38 49  2 26  8],[19 13 18 11  8],51,[1. 0. 1. 0. 1.],45.0
[41  8 33 10 39],[ 9  6  3  6 11],49,[0. 1. 0. 0. 1.],17.0
[31 45 13 39 33],[11 10 12 11 16],58,[0. 0. 1. 0. 1.],28.0
[40 33 31 20 27],[ 8 19 12 18  7],59,[0. 1. 0. 1. 0.],37.0
[30 25  2 30  3],[13 17 10 16 10],96,[1. 1. 1. 1. 1.],66.0
[26 44 16 42 40],[12  7  7  7 13],63,[0. 0. 1. 0. 1.],20.0
[ 6 33 20 11 12],[11 18  4  1  8],61,[1. 1. 0. 0. 1.],37.0
[25 47 13  5 31],[ 8  1 13  5 13],84,[1. 0. 1. 1. 1.],39.0
[19 40 31 39 35],[14  3 19  6  8],31,[0. 0. 1. 0. 0.],19.0
[31 19 44 10  7],[ 2 15  5 11 13],40,[0. 1. 0. 1. 1.],39.0
[14 36  9 34 31],[12 14 16  1 12],18,[0. 0. 1. 0. 0.],16.0
[22  2 43 19 14],[ 1 15 14 13 12],61,[0. 1. 1. 0. 1.],41.0
[ 1  5 13 24 10],[14  9  5  2  7],47,[1. 1. 1. 0. 1.],35.0
[23 14 41 12  9],[ 4 14  2 18 10],31,[0. 1. 0. 1. 0.],32.0
[29 21 39 22 30],[15  3  8 14  6],89,[1. 0. 0. 1. 1.],35.0
[44 21 19 19 42],[ 2 11 12  8  2],24,[0. 0. 1. 0. 0.],12.0
[44 42 15 48 14],[10  5 18 19  6],67,[0. 0. 1. 1. 0.],37.0
[16 45 13 34  1],[18  8  7 15 17],50,[1. 0. 1. 0. 1.],42.0
[22 38 15 27 20],[ 3 16 10 14 16],16,[0. 0. 1. 0. 0.],10.0
[40 10 19 31 48],[ 9  6 14 12  2],73,[0. 1. 1. 1. 0.],32.0
[35 23 16  6 10],[12 16  4  1  5],72,[1. 1. 0. 0. 1.],33.0
[27  5 44 43 44],[17  7  5  6  4],70,[1. 1. 0. 0. 0.],24.0
[48 22  5 16  2],[11 17  8  3 12],73,[1. 1. 0. 0. 1.],40.0
[19 23 21 31 46],[ 9 18  5  2  9],93,[1. 1. 0. 0. 1.],36.0
[ 8 43 33 42 40],[ 8 12 19 12 16],18,[1. 0. 0. 0. 0.],8.0
[44 28 44 41 24],[ 9  8  7  6 14],66,[0. 1. 0. 0. 1.],22.0
[28 18 32 41 44],[ 7 10 11  3  9],52,[0. 1. 1. 0. 0.],21.0
[28 33  5 21 40],[ 6  3  1 18 10],28,[0. 0. 1. 1. 0.],19.0
[14 43 47 31 33],[11 14  4  2 11],21,[1. 0. 0. 0. 0.],11.0
[36 18 28 24 43],[19 19 18  7 17],26,[0. 1. 0. 0. 0.],19.0
[29 21 15 39  9],[14  2  6 17 17],77,[1. 0. 0. 1. 1.],48.0
[ 2 40 28 21 18],[ 8  1 13  3 11],60,[1. 0. 1. 0. 1.],32.0
[45  7 22 42 41],[ 8  6  9  5 15],30,[0. 1. 1. 0. 0.],15.0
[42 44 25 19 35],[ 2  2 16 12 19],62,[0. 0. 1. 0. 1.],35.0
[14 23 13 42 29],[ 5  2 13  5 14],18,[0. 0. 1. 0. 0.],13.0
[21 15 25 41  1],[13  8  5 18 14],69,[1. 0. 0. 1. 1.],45.0
[35 44 38 27 33],[ 5 10  4  9 10],26,,0.0
[16  5 48  1 40],[12  9  7  8 14],54,[0. 1. 0. 1. 1.],31.0
[44 23 36 23 26],[13  1 15 13 10],69,[0. 0. 1. 1. 0.],28.0
[39 22  2  5 27],[13 15  9 19 17],16,[0. 0. 1. 1. 0.],28.0
[ 9 25 44 42 29],[15  7  6  1  4],26,[1. 0. 0. 0. 0.],15.0
[46 47 25 21 49],[ 7 15 15  5 18],44,[0. 0. 1. 0. 0.],15.0
[30 24  6  3 46],[18 11 18 18  3],78,[1. 1. 1. 1. 0.],65.0
[43 40 48 32 32],[14  7  6 17 16],23,,0.0
[40 26 28 20 41],[14 19 19  6  3],67,[0. 1. 1. 0. 0.],38.0
[13 14 47 27 40],[16 16  8 18 18],63,[1. 1. 0. 1. 0.],50.0
[ 4 23 46 24 28],[19 19 15  4 10],34,[1. 1. 0. 0. 0.],38.0
[26 26 21 47 43],[10 13 15  9  4],45,[0. 0. 1. 0. 0.],15.0
[27 23 49 12  9],[ 8 15 12 14 11],90,[1. 1. 0. 1. 1.],48.0
[22 19 36 36 37],[ 7 18  2  4 18],43,[1. 1. 0. 0. 0.],25.0
[26 36 20 27 42],[3 9 4 5 5],81,[0. 1. 0. 1. 0.],14.0
[44 24 10 11 21],[ 4  8  3 18  4],71,[0. 1. 1. 1. 1.],33.0
[42  9 42 13 21],[19 18 19  6 14],29,[0. 1. 0. 1. 0.],24.0
[39 40 45 26 44],[ 5 14  4 16  5],79,[0. 1. 0. 1. 0.],30.0
[30 26 17 16 18],[ 8 11 11  7  2],94,[1. 1. 1. 1. 0.],37.0
[ 8 21 22 18  6],[10  3  5 11  3],97,[1. 1. 1. 1. 1.],32.0
[28 30 30 41 26],[10 11  8 12 11],47,[0. 0. 0. 1. 0.],12.0
[33 21 23 23 30],[ 4 14  9 17 10],58,[0. 1. 0. 1. 0.],31.0
[32  5 22 10 41],[13 16  5  5  3],52,[1. 1. 0. 1. 0.],34.0
[14 34 24 30 24],[15  2 14 11 12],47,[1. 0. 1. 0. 0.],29.0
[ 6  1 30 38 39],[16 13  2  1 12],23,[1. 1. 0. 0. 0.],29.0
[29  2 25 31 36],[ 7  6  6 13 13],48,[0. 1. 0. 1. 0.],19.0
[17  8 40 31 21],[18  4  8 16  5],27,[1. 1. 0. 0. 0.],22.0
[ 3  7 36 34 42],[14  9 17  4 16],60,[1. 1. 1. 0. 0.],40.0
[41 49 12  5  2],[12 12  5  6 17],67,[1. 0. 1. 1. 1.],40.0
[32 14 14 29 30],[ 4  8  3 18  5],39,[0. 0. 0. 1. 0.],18.0
[10  8 31 39 15],[15 13 13 15 12],69,[1. 1. 1. 0. 1.],53.0
[17 20  3 32 39],[ 8  2  2 17 12],95,[1. 0. 1. 1. 1.],39.0
[ 7 12 12 33 21],[ 4 13  7  4 15],15,[0. 1. 0. 0. 0.],13.0
[30 27  4  6 33],[ 6 10  4 15  9],32,[0. 0. 1. 1. 0.],19.0
[20 25  4 39 26],[ 9  9 16  7 11],54,[1. 0. 1. 0. 1.],36.0
[11 14 14 40 42],[ 7 10  9  5 10],59,[1. 1. 1. 0. 0.],26.0
[ 3 33 35 43 42],[ 6 14 17  8  1],31,[1. 0. 0. 0. 0.],6.0
[ 8 31 41 20 37],[15  1 16 14  4],18,[1. 0. 0. 0. 0.],15.0
[21 44 35  6 24],[11 13  7  6  3],52,[1. 0. 0. 1. 1.],20.0
[23 24 12 20 15],[12  4 14  4  5],63,[1. 0. 1. 0. 1.],31.0
[21 32 49 42 37],[13 15 15 18 16],40,[0. 0. 0. 0. 1.],16.0
[31 13 33 48 19],[11  1 14  7  8],21,[0. 0. 0. 0. 1.],8.0
[27 20 12 29 46],[ 5 15 11 12 19],48,[0. 1. 1. 0. 0.],26.0
[34 44 29 23 41],[ 8 19 17 17 18],78,[0. 1. 1. 0. 0.],36.0
[25  2 32  9 44],[16  1  2 15  7],58,[1. 1. 0. 1. 0.],32.0
[10 36 11 41 35],[ 7 14 10 10 16],95,[1. 1. 1. 0. 1.],47.0
[ 4  2 26 24  3],[19  5  5 18 12],79,[1. 1. 1. 1. 1.],59.0
[18 11  9 46 20],[19 15 18  1  4],25,[0. 1. 1. 0. 0.],33.0
[25 31 26 46 47],[ 9 19  7 15 18],43,[0. 1. 0. 0. 0.],19.0
[ 7 27 47  6 28],[14 16  6 15  1],26,[1. 0. 0. 1. 0.],29.0
[15 28 30 43 44],[ 4 12 19 15 10],31,[0. 0. 1. 0. 0.],19.0
[44 35 17  6 26],[15  6 13  4 19],98,[1. 0. 1. 1. 1.],51.0
[14 46 44 31 41],[18 13 10 12  3],84,[1. 1. 0. 0. 0.],31.0
[43 36 46 27  6],[ 2 17  9 16  5],47,[0. 1. 0. 0. 1.],22.0
[ 1 14 26 26 48],[19 19 10  1 14],72,[1. 1. 0. 0. 1.],52.0
[41 42 29 17 33],[16 16 18 15 17],59,[0. 0. 1. 1. 0.],33.0
[27 21 22  8  4],[9 6 8 6 3],45,[1. 0. 0. 1. 1.],18.0
[35  6  4 21 45],[ 5 12 15 14  9],51,[0. 1. 1. 1. 0.],41.0
[33 37 37 34 13],[ 2 16 12  7 12],44,[0. 1. 0. 0. 0.],16.0
[15 49 29 14  7],[ 9 16  7 18  3],57,[1. 0. 0. 1. 1.],30.0
[26 31 13  7 18],[12  3 10  4 14],54,[1. 0. 0. 1. 1.],30.0
[22 44  8 37 21],[10  9 15 10 17],50,[0. 0. 1. 0. 1.],32.0
[32 36 37 20 48],[19 19  7 10  9],37,[1. 0. 0. 0. 0.],19.0
[29 27 48  6  3],[ 7  6  5 13  5],63,[1. 1. 0. 1. 0.],26.0
[ 2 12 19 14 48],[12 19 14  1  1],55,[1. 1. 1. 1. 0.],46.0
[20 17 13 24 16],[ 4 16 18  5  9],83,[0. 1. 1. 1. 1.],48.0
[13 29 45 13  1],[14 10  5 18 15],50,[1. 0. 0. 1. 1.],47.0
[17  3 20 47 28],[ 8  5  1 15  1],65,[1. 0. 0. 1. 0.],23.0
[17  6 49 40  9],[ 4 17  5 14 10],97,[1. 1. 0. 1. 1.],45.0
[11 34 43 26  7],[13 12 18 13  1],91,[1. 0. 1. 1. 1.],45.0
[28 47 38 30  6],[11  8 14  7 18],85,[1. 0. 1. 0. 1.],43.0
[44 13  6 40 10],[18 11  5 12  2],86,[1. 1. 1. 0. 1.],36.0
[40 33 34 32 36],[19 10 13 16  2],97,[1. 0. 0. 1. 0.],35.0
[43 12 28 40 36],[12  4  1 15 15],88,[0. 1. 0. 1. 1.],34.0
[12  1 39 37 47],[ 2 16  5  5 15],60,[1. 1. 0. 0. 1.],33.0
[44 39 35 41 49],[18  7  7  8  9],71,[1. 0. 0. 0. 0.],18.0
[40 26 49 16 23],[ 2 19  5 19 13],51,[0. 1. 0. 1. 0.],38.0
[41  4 22  2 26],[ 4  9  5  4 18],79,[0. 1. 1. 1. 1.],36.0
[20  2 28 24 14],[ 3 11  3 19 14],15,[0. 0. 0. 0. 1.],14.0
[ 4 17 44 25 45],[ 8  4 15  7  6],80,[1. 0. 1. 1. 0.],30.0
[ 5 49 47 48 14],[ 2  5 10 19 13],75,[1. 0. 0. 1. 1.],34.0
[33 10 18  1 43],[10 15  3 13 12],65,[1. 1. 1. 1. 0.],41.0
[ 5 18  2 12 24],[ 3  7 14  7 10],24,[1. 0. 1. 1. 0.],24.0
[26  3  8 12 24],[12  2 17 16 19],43,[0. 1. 1. 0. 1.],38.0
[17 45 23 10 34],[14  9  4  2  4],28,[1. 0. 0. 1. 0.],16.0
[38 29 23 19 45],[ 9 15 14 18  5],55,[0. 1. 0. 1. 0.],33.0
[ 4 48 12 25  2],[ 7 17 12 17  4],59,[1. 0. 1. 1. 1.],40.0
[ 5 12 26  2 20],[13  9 15 13  8],17,[1. 0. 0. 1. 0.],26.0
[46  7 47 32 21],[18  3  9 12 17],35,[0. 1. 0. 0. 1.],20.0
[ 6  6 45 27 17],[8 7 2 7 2],28,[1. 1. 0. 0. 0.],15.0
[26  5 49 39 33],[ 1  2 11  9  4],20,[0. 1. 0. 0. 0.],2.0
[32  3 43 46 35],[ 9 14 16 19  4],56,[0. 1. 0. 1. 0.],33.0
[32 21 36 34 29],[11  6 16  6 19],39,[0. 0. 0. 0. 1.],19.0
[18 43 47  1 36],[19 10 17 19  1],38,[1. 0. 0. 1. 0.],38.0
[28  4  9 24 41],[ 8  2  1  3 15],35,[1. 1. 0. 0. 0.],10.0
[34 29 22 11 30],[17  8 17  9 17],62,[1. 0. 1. 0. 0.],34.0
[ 9 24  8 26 20],[17  3 12  6 14],86,[1. 0. 1. 1. 1.],49.0
[19  7 33  2  5],[ 6 13  2 19 14],73,[1. 1. 1. 1. 1.],54.0
[13 13 20  1 45],[10  8  3  5 13],89,[1. 1. 0. 1. 1.],36.0
[33 42 46 21  1],[ 5 15 15  2 13],92,[0. 1. 1. 0. 1.],43.0
[43 23 45 47 43],[11 10  1  5 19],24,[0. 1. 0. 0. 0.],10.0
[ 6 22 20  4 47],[12  5 19 19  7],99,[1. 1. 1. 1. 1.],62.0
[38 38  6 29 46],[17  8 11 12 16],95,[1. 0. 1. 0. 1.],44.0
[20  8 24 41 43],[13 16  5  8  9],58,[1. 1. 1. 0. 0.],34.0
[40 19 25 21 14],[12  1 17 10  2],95,[1. 0. 1. 1. 0.],39.0
[43 31 16 12 23],[11 11  3  8  9],59,[0. 1. 1. 1. 0.],22.0
[23  9  8 49 42],[16 19 17 11 13],80,[1. 1. 1. 0. 0.],52.0
[44 23 37 11 24],[ 6  4 10  6  3],17,[0. 0. 0. 1. 0.],6.0
[11 21 17 30  2],[14  4  7 11  9],75,[1. 0. 1. 1. 1.],41.0
[38 12 15  1 28],[ 1 19  8 12  2],37,[0. 1. 1. 1. 0.],39.0
[12 22 14  9 19],[ 4  7 10  6  7],75,[0. 1. 1. 1. 1.],30.0
[22 33 40  5  6],[ 2  3 13 12  5],82,[1. 0. 1. 1. 1.],32.0
[24 45  5 24 42],[ 4 17  7  3 10],36,[1. 0. 1. 0. 0.],11.0
[14 26 49 21 17],[15 13  6 13 17],55,[1. 0. 0. 1. 1.],45.0
[29 47 31  2 13],[19  2  3  5 11],26,[0. 0. 0. 1. 1.],16.0
[ 5 26 38 10 49],[ 8 11 16 13 12],57,[1. 0. 1. 1. 0.],37.0
[33  8 17 32 12],[ 3  1 12  4  1],70,[0. 1. 1. 1. 1.],18.0
[16 35 28 32 24],[ 7  4  3 17  6],73,[1. 0. 0. 1. 1.],30.0
[ 6 12 34 22 41],[19  6 18 18  5],78,[1. 1. 1. 1. 0.],61.0
[37 35  9 19 42],[17  5 18  9  8],33,[0. 0. 1. 1. 0.],27.0
[47  8 14  9 38],[ 5  3  3  7 18],49,[0. 0. 0. 1. 1.],25.0
[37 21 30 36 39],[17 19  9 16 17],62,[1. 1. 0. 0. 0.],36.0
[ 7  7 24  8 30],[ 4 18  3 18 18],29,[1. 1. 0. 1. 0.],40.0
[19 40  1 16  2],[ 8 10 14 16 16],93,[1. 1. 1. 1. 1.],64.0
[35 20 38  2 10],[18 11 14 17  4],16,[0. 0. 0. 1. 1.],21.0
[10 42  5 31 31],[12  8 17 17 13],38,[0. 0. 1. 1. 0.],34.0
[32 36 13 12 14],[ 6 15 10 15  1],96,[1. 1. 1. 1. 0.],46.0
[41  9  4 44  3],[16 16 16  8 12],51,[1. 0. 1. 0. 1.],44.0
[47 47 14 36 47],[11  9 16  8 19],41,[0. 0. 1. 0. 0.],16.0
[21 38 21 38 17],[15  6 15 11  1],27,[1. 0. 0. 0. 0.],15.0
[34 11  8 13 28],[ 2 10 18 14  3],67,[0. 1. 1. 1. 1.],45.0
[26  2 32 45 18],[18 19  9 14  6],17,[0. 1. 0. 0. 0.],19.0
[11  1  5 10 35],[14 16 13  1 10],27,[1. 1. 1. 1. 0.],44.0
[ 4 31 21 26 26],[14 13 10  3  6],49,[1. 1. 0. 0. 0.],27.0
[45  6 42 46 22],[ 3 15 14  6  6],23,[0. 1. 0. 0. 0.],15.0
[38  3  8 11 48],[16  8  4  2  2],92,[1. 1. 1. 1. 0.],30.0
[40 40 13  8 25],[ 8  2  4 17  7],68,[1. 0. 1. 1. 0.],29.0
[26 16  1 30 36],[3 8 5 2 9],25,[0. 1. 1. 0. 0.],13.0
[30  9 24 15 23],[11  7 18  8 16],67,[0. 0. 1. 1. 1.],42.0
[23 29 12 13  2],[ 4  9  5 18 18],16,[0. 0. 0. 1. 1.],36.0
[14 12 33 34 22],[11 13 17  9  2],55,[0. 1. 1. 0. 0.],30.0
[32  5  2 43 36],[ 2 12  7  7 19],25,[0. 1. 1. 0. 0.],19.0
[ 2 16 42 32 33],[13  9 12  9 14],89,[1. 1. 0. 1. 1.],45.0
[39 32  8 11 36],[13  1  4 16  1],48,[0. 0. 1. 1. 0.],20.0
[26  2 20  4  2],[19 13  7 10 14],51,[1. 1. 0. 1. 1.],56.0
[10 42 44 26  6],[ 5  7 16  3  6],52,[0. 0. 1. 0. 1.],22.0
[22 46 40  4 38],[18 19 13 11  9],91,[1. 1. 0. 1. 0.],48.0
[29 29 18 30 49],[ 6 14 14  3 10],81,[1. 1. 1. 0. 0.],34.0
[ 8 44 48 19 46],[ 7  1 12 15  8],66,[0. 0. 0. 1. 1.],23.0
[23 16  2  3 23],[ 7 10 17  7 11],73,[1. 1. 1. 1. 1.],52.0
[19 28 16  5 14],[12 15  7  9 12],67,[1. 1. 0. 1. 1.],48.0
[36 18 25 30 47],[ 9  2  6 11  6],47,[0. 0. 0. 1. 0.],11.0
[20 21 44 21  4],[ 9 16 17 19  3],65,[1. 1. 0. 1. 0.],44.0
[31 30 22  2 12],[ 7 10  2 14 17],53,[0. 1. 0. 1. 1.],41.0
[19 21 40 24 43],[18  5  4  6  5],61,[1. 0. 0. 1. 0.],24.0
[47 14 14  6 22],[16  1 11 14 18],55,[0. 0. 1. 1. 1.],43.0
[12  8 26 35 25],[18 15  3 13 15],71,[1. 1. 1. 0. 1.],51.0
[12 35 25 10 30],[18 14  8 12 18],86,[1. 0. 1. 1. 1.],56.0
[35  1 44 25 11],[13  2  5 19  8],36,[0. 0. 0. 1. 1.],27.0
[25 39 36 46 20],[ 4 16  6  4 11],66,[0. 1. 0. 0. 1.],27.0
[35  8 26 16 42],[ 3 12  5 18 11],68,[0. 1. 0. 1. 1.],41.0
[43  2 30 28 19],[ 3 17 10  3  5],22,[0. 1. 0. 0. 1.],22.0
[43 49  5 20 34],[ 2 17 14  3  4],68,[0. 1. 1. 0. 0.],31.0
[47 44 39  3 15],[7 4 1 2 3],76,[1. 0. 0. 1. 1.],12.0
[ 7 19 18 40 29],[13  3  7 16 14],42,[1. 0. 0. 0. 1.],27.0
[30 11 31 20 39],[ 4  3 11  3  3],72,[1. 1. 1. 0. 0.],18.0
[ 5 42 35 39 43],[13  5 15 15 18],95,[1. 0. 1. 0. 1.],46.0
[42 37 17 21 13],[ 8 15  4 13  3],52,[0. 0. 1. 1. 1.],20.0
[ 5 10  6 49 39],[13 19 16  5  7],73,[1. 1. 1. 0. 1.],55.0
[20 48  5 15 21],[ 6  4 15 10 11],64,[1. 0. 1. 1. 1.],42.0
[18 27 35 47 37],[17 15 18  8  6],57,[1. 0. 1. 0. 0.],35.0
[14 14 15 10 18],[17  9  2 14 16],94,[1. 1. 1. 1. 1.],58.0
[34 21 42  2 28],[13  8 19  9 16],43,[0. 0. 0. 1. 1.],25.0
[ 1 39 43 41 36],[17  9  5 15  7],96,[1. 1. 0. 1. 0.],41.0
[34  7 29 34  5],[9 8 4 9 2],94,[1. 1. 0. 1. 1.],28.0
[22 23 13  6 37],[10 11 11 10 16],52,[0. 1. 1. 1. 0.],32.0
[ 3 34 16 35 16],[19 13  1 16 13],63,[1. 0. 0. 1. 1.],48.0
[22 30 13 40  7],[ 4  7  1 16  6],88,[0. 1. 0. 1. 1.],29.0
[31 37 19 15 18],[ 4 15 15 15 18],88,[1. 0. 1. 1. 1.],52.0
[ 3  8  7 19 25],[ 3  4 10  8 15],23,[1. 1. 1. 0. 0.],17.0
[ 4  6 34 12 12],[18 19  9  7 17],77,[1. 1. 1. 1. 1.],70.0
[22 36 39  6 17],[14  7 12 13 11],38,[1. 0. 0. 1. 0.],27.0
[18  5  3 47 40],[ 7  8 19 14 19],37,[1. 1. 1. 0. 0.],34.0
[49 29  9 11  9],[ 3 11  9 15  2],42,[0. 1. 0. 1. 0.],26.0
[29 16 41 19 49],[ 7 18  5 18  1],29,[0. 1. 0. 0. 0.],18.0
[20 37  8  1 41],[19 18 16 19  4],51,[1. 0. 1. 1. 0.],54.0
[ 7 21  3 34 24],[ 8  9  8  2 10],29,[0. 0. 1. 0. 1.],18.0
[34 20 47 24 37],[10  1 13  3 16],66,[0. 0. 0. 1. 1.],19.0
[28 25 23 47 19],[14 10  3  1  2],26,[0. 1. 0. 0. 0.],10.0
[27 31  2 25 40],[ 8 12 19 17  9],80,[0. 1. 1. 1. 0.],48.0
[25 24 33 24  1],[ 7  4 16 11 16],59,[0. 0. 1. 1. 1.],43.0
[32 49 33 37 27],[ 5 19  6 12  3],94,[0. 1. 0. 1. 0.],31.0
[46 30 23 48 39],[ 7 18 12 11  6],55,[0. 1. 1. 0. 0.],30.0
[43  9 14  7 21],[ 2  6 11  7  7],20,[0. 1. 0. 1. 0.],13.0
[ 3 10 49 47 10],[ 6  7  7 17  6],70,[1. 1. 0. 1. 1.],36.0
[ 1 26 24 22 22],[ 1  3  2 10 15],96,[1. 1. 1. 1. 1.],31.0
[45 46 35 30 39],[10  8  4 15 15],40,[0. 0. 0. 1. 0.],15.0
[35 46 37 25 15],[ 8  2  4 14 14],71,[0. 0. 0. 1. 1.],28.0
[37 41 35 16  6],[19  2 19 16 19],95,[1. 0. 1. 1. 1.],73.0
[22 39 31 28 30],[16 15  8 17 13],60,[1. 0. 0. 1. 0.],33.0
[36 16  8 35 34],[14  9  6  1 15],84,[1. 0. 1. 0. 1.],35.0
[44 21 19 11 49],[17  8  1 10 10],43,[0. 1. 0. 1. 0.],18.0
[37 44 27 21 30],[ 6 14  4 11  3],95,[0. 1. 1. 1. 0.],29.0
[26 41 46 29 11],[14  4  1  4  2],29,[1. 0. 0. 0. 0.],14.0
[20  9 19 45 49],[12  4 19 12  6],55,[1. 1. 1. 0. 0.],35.0
[41 41 24 39 38],[14 17  4 11  4],82,[1. 1. 0. 0. 0.],31.0
[32  3 25  2 22],[ 4  6 11 16  1],81,[1. 1. 1. 1. 0.],37.0
[44 16 39 10 20],[11  3  6 18  5],95,[1. 1. 0. 1. 1.],37.0
[27  2 26 29 19],[16  5  3  8 17],19,[0. 0. 0. 0. 1.],17.0
[ 7 29 46  8 14],[12 10  8 12 17],47,[1. 0. 0. 1. 1.],41.0
